Rating,Review
5.0,"It’s been one day since our five night Chongfah holiday ended. We are now in a big city hotel while visiting friends. Am I missing waking to the sound of waves breaking outside my seaside bungalow? Yes. Am I missing the wonderful amenities included with that bungalow? Yes. Am I missing the most amazing breakfast choices I may have ever been offered? Yes. Am I missing excellent sunset meals at that same restaurant? Yes. You can read the many reviews about all of these and all of them a part of my five-star rating. So what do I miss the most? I miss the staff and the guests. I miss Zel (more about her later) greeting me in the morning as I step out of the bungalow to enjoy the morning. I miss Yado’s smile and warm greeting as he seats me for the included breakfast. Each day I would enjoy a coffee latte while waiting for my to join me. I also miss a lovely family of five visiting from Brussels and dining with us twice. When grandparents are separated from grandchildren, they enjoy the company of children. By the way, all of the staff at this small property were fantastic. I do not have one complaint. When my wife and I began making plans to celebrate our 43rd wedding anniversary I began considering Phuket. My son suggested Khao Lak. It was a great suggestion. I began reading Trip Advisor and some other reviews. I watched some YouTube videos. I quickly decided Khao Lak was the place. After making our reservation, I messaged Chongfah on Facebook. For over two months we conversed about our holiday. On arrival I learned that I had been messaging with the very personal Zel. She was readily available to make sure this experience was perfect...and it was perfect. The location was ideal for us. For the time we chose to not relax at Chongfah we were a 5-10 minute safe walk (day or night) to a massage (we went to Bussada Massage four times), shopping, many good restaurants, and the enjoyable Bang Niang Market. You should not be surprised to read that we plan to return...possibly next year.Read more"
5.0,3years later we came back this hotel. It was good as usual. friendly staff.  warm welcome. Quality Breakfast. Thank you Chongfah Team. always make our stay relaxed. definitely will be back again. From Bernard & EvaRead more
5.0,We visited in August 2018 and the hotel and facilities were fantastic! Although it rained alot while we were there unfortunately it still was such an amazing stay! The staff go out of their way to make your stay! The morning breakfast we have included in our stay and is also very good and you can order off the menu what you would like! Perfect! We also did the cooking class there and it was very fun! Definitely would recommend and would be back.Read more
5.0,Me and my family (my youngest son is 16) are staying at this small but beautiful resort for five nights. The staff is extremly friendly and service oriented and the breakfast is great. Large and clean rooms with nice bathrooms. The pool area is very relaxed and is located right by the Andaman Sea. The hotel has an adult touch to it and I would not recommend it for families with small kids. The hotel is probably the comfiest we have ever stayed at!Read more
5.0,"We spent a lovely few days in this amazing resort. The rooms were excellent, the pool has an amazing view. The service was some of the best I have ever experienced. If you are planning a trip to enjoy peace and quiet in lovely surroundings give this place a look you will not regret it!Read more"
5.0,"great small/boutique resort.location is nice but the staff really makes the difference! they're all helpful and always kind, smiling and ready to make sure you have everything needed.Food is very good, the highlight being the breakfast: great quality and variety!Special thank you to Zel for incredible hospitality.Read more"
5.0,Superb Boutique Hotel. Courteous staff and excellent accomodation and food. I had a Ocean Facing Room on the first floor of the Main Block and found it perfect. Very quiet location bang in front of the Ocean. Heaven on EarthRead more
5.0,An amazing resort with super friendly staff who are always willing to help. Good breakfast spread and lovely pool. Easy access to a lot of restaurants and massage places.Love that it is also doing its bit for the environment.Read more
5.0,"We stayed here for a week over Easter - us being myself, my Thai wife, our baby daughter, and my sister and nephew who joined us from Germany. From the moment we arrived, we were wowed by the friendliness and attention to detail of the team. Zel and the other staff greeted us warmly, and couldn't get enough of holding our baby girl to give us a few moments of respite after a long drive.Both our rooms had been lovingly prepared with customised welcome messages made from blossoms and flower stems. We also found a beautiful wooden baby cot, as well as a little baby bath tub in the shower. Zel left us to settle in, and told us to ask should we require anything else whatsoever.The fantastic service is what made this stay so special, and differentiated it from the many other hotel experiences we've had, both in Thailand and elsewhere. For starters, we were always greeted on a first name basis by all staff. Makes a huge difference knowing that we were more than just a room number.A couple of other examples of the great service:  when we noticed some dirt in the kids pool one morning. Upon information staff, the hotel engineer arrived within 10 minutes with a suction pump and gave it a thorough clean. On the third morning, Zel approached us at breakfast to ask if everything was ok. We mentioned that the kids had gotten a couple of mosquito bites overnight. We were immediately offered a mosquito net, and every day thereafter, staff lit two mosquito repellent incense pots outside both of our rooms, twice daily. No more bites since!The breakfast menu also deserves a special mention - it offered a range of warm Western and Thai dishes, 6 types of bread with various cheeses, cold meats and jams, muesli, yoghurt, and even sushi, as well as 10 or so fresh fruit juices and a selection of fresh exotic fruits, all of which changed daily to avoid too much repetition. Best of all are the omelette and waffle/pancake stations, which are made freshly to guest's specifications, and brought to their tables.As mentioned in other reviews, the hotel beach is quite small and only accessible to kids during low tide. However, there are a couple of nice beaches within easy walking distance (10 minute casual stroll), and the hotel pool is great. All this directly on the seashore, with amazing views day and night, yet only a 10 minute walk or short tuk til ride to local convenience stores, bars, restaurants, massage parlours and more.We were definitely very happy with our stay here, and will gladly come back to Chongfah when we are in Khao Lak again.Read more"
5.0,"Our decision to stay at Chong Fah was largely swayed by the very positive reviews on Trip Advisor – which we would agree with!After staying at a larger resort in Krabi for 8 nights, Chong Fah felt a bit small when we arrived – but this feeling disappeared very quickly!This is one of the most tranquil and relaxing places we have ever stayed and we can understand why people come back year after year.We had a seafront villa for 6 nights which was only a few meters back from the sea wall and crashing waves.We had a couple of sun loungers just in front – underneath a couple of palm trees. The perfect spot to read and catch some sun.The main restaurant/bar is a short walk away and again just a few meters back from the sea.The buffet breakfast was excellent – with lovely fresh fruit and pretty much anything else you could think of. Very good coffee too.The pool was lovely too – with stunning sea views and a great place to enjoy a sundowner!This boutique hotel has a special atmosphere created by the amazing setting combined with the excellent staff!Genuinely warm and hospitable – and we would like to say a huge thank you to Yada, Roger, Zel, Toom and the rest of the team for making our stay so special! Nothing was too much trouble.We celebrated my 50th birthday at Chong Fah and the staff helped to make it a very special day indeed.While we were at breakfast, house-keeping decorated our bed “Happy Birthday” style and it looked amazing!In the evening, the team set a special table on the terrace and Jimmy (the Chef) prepared a special crab curry (my favourite) which was absolutely superb.The sea is powerful here and the sea wall is required to keep the crashing waves at bay. Sometimes (at high tide) the waves would splash over the sea wall!We loved the noise of the sea but others may not.If you want the beach, you need to head north or south. At very low tide you can get to the beaches easily from the hotel. Most other times you need to walk by road – which was fine for us.The Northern beach (5 mins walk away) is lovely to walk on. White sand and goes on for miles. A real paradise feel.The Southern beach (10 mins walk away – because you have to zig-zag) is very nice too but more bars/hotels visible from the beach.Overall the resort location suited us well. Close to the sea and very tranquil.The various beach resorts we saw were set back a fair way from the sea. They looked nice but on balance we preferred our location.Also, you were a short walk or Tuk Tuk ride away from loads of restaurants, bars and massage parlours.Last but not least, our room was lovely. A very comfy bed, spacious bathroom and great aircon.We will definitely be returning to Chong Fah! It is a very special and relaxing place.Read more"
5.0,"We stayed here for two weeks. It was wonderful. We stayed in the garden bungalows. Room was spacious and bed large. Had a outside shower and bath too - there is an inside shower too.Pool was fab - infinity pool overlooking the ocean with jacuzzi jets on the other side of the pool. Cocktail hour was spent in the pool drinking. Such fun.Breakfasts were excellent - wide choice from coooing station for any type of eggs, to a selection of different breads, cheese, cold meat. The juices are amazing : passion fruit, guava, watermelon, lychee, papaya and more. The fruit selection is great too - I will miss this each morning that is for sure! Watermelon, papaya, pineapple, melon, mango - yum!Staff were amazing. They go out their way to make you feel special. Call outs are for Zel, Amy, Roger and Yada - but in fairness all staff are excellent.Day trips to Surin Islands (3 snorkelling stops) was outstanding. Excellent visibility and large range of fish seen. Lovely beach stop for lunch.Day trip to the Kam Islands. Beautiful unspoilt beaches and some beaches we were the only ones on it! Lunch was delicious - one of my best meals here in fact. Snorkelling was sadly not possible that day due to poor visibility. However, the upside was that we saw a school of dolphins - not once but twice was we were sailing between the islands! The lunch stop has a view point you can climb too - but be careful as it is slippery but you have lots of tree branches to steady yourself.Tsunami museum - confronting but very educating. Two rooms to see - upstairs is the video which is very moving.Moo Moo cabaret was such fun. It is a lady boy show. Energetic, fun and outrageous - can highly recommend! Speak to Yada who will book you a table. We got great seats. It is free and you buy drinks and tip the performers afterwards.We took a taxi to White Sand Beach. Big restaurant with many sun loungers you can hire (150 bhat for two) and the taxi was (350 bhat each way). Lovely beach and calm sea to swim in. You can take long beach walks here on either side of the sunloungers.Turtle sanctuary - on a naval base and where you can see the police boat which washed up onto the land. The turtles are amazing and there is a deserted beach there too. Well worth a look. The hotel offers free rides there every Tues.Restaurants we can recommend are:Green pepper (Thai)Thai corner (Thai)Siam (Thai)Amici (Italian- the fungi pizza infused with truffle oil was delicious)Pinocchio (Italian - tuna salad was huge and delicious)Rusty Pelican (Mexican)Chongfah resort hotel (Thai - liked various dishes here and they had a lovely nasi goreng).Thank you Chongfah resort for an amazing holiday. You are the best!!Read more"
5.0,"Love this hotel, absolutely gorgeous place to stay. We spent a week in a Seaview Bungalow, and it is unbelievably well designed. So comfortable. My main objective was to remember how to sit still and do absolutely nothing, happy to say I did manage to do this. I also spent a lot of time in the fantastic pool. Location is good as well. And not to mention the outstanding staff. And the great happy hour where you actually get to meet others staying at the hotel and of course enjoy the excellent sea view. The only let down is the restaurant. Such a pity as such a prime spot. Would be good to see the restaurant serve top notch Thai tucker as this is sadly lacking in nearby restaurants and many of the guests at the hotel were a bit older and did not want to eat pizza or Mexican, but real, proper Thai food which used to be all you could find in Thailand. If the restaurant improved and served good Thai, I'd be happy to return for another sit still and enjoy the serenity holiday!Read more"
5.0,"I don’t know even where to start with describing how wonderful this hotel is. All the staff are fabulous, they make you feel so special and go out of their way to help you with everything, you never have to wait for anything and are properly pampered. The restaurant Seaborn is fabulous, we ate there 4 nights out of 6 and the two nights we didn’t we wished we had! The steak night was particularly good I had a fabulous tuna steak and my husband had tenderloin both cooked to perfection! We stayed in both a sea view bungalow and a garden bungalow. Both were great, but I would highly recommend the sea view bungalows for the view. I said to my husband on our second day “I feel sorry for anyone who never gets to stay here” I was so upset to have to check out. Book it you will not be sorry.Read more"
5.0,"Our second time in Khao Lak, first at Chongfah and it won't be our last!I had read the reviews on TA and wondered how there could be so many amazing reviews. Staff:They are so high in customer service and really couldn't do enough for us.Picked up by Roger head of food and beverages from our original accommodation. Friendly,  professional and informative. Receptionists - Zel was outstanding,  even giving us water bottles to take out on walks without being asked. Amy,  continuously checking how we were. All staff friendly,  waving and smiling 😁View:Wonderful sunsets over the sea. Infiniti pool beautiful, however, on our first day my husband slipped on the very shiny, slippery steps and is still, 3.5 weeks later sporting a huge bruise and thinks he may have chipped a bone in his arm. Some grit or slip strips wouldn't go amiss. The beach walk is only very limited due to tides,  these are posted each morning in the restaurant. It would be nice to have a mutual agreement with the Mukdara for guests to walk through. We had to swim to Chongfah steps once when the tide came in!Great mini mart across the road for all your needs. Food:The breakfast choices were outstanding! As I suffer from food intolerances and also don't eat meat I thought I would struggle. Absolutely not! I didn't even need to let them know as there were so many options; 8 fruit juices, cereals, breads,  condiments,  salads,  cheese,  noodles etc.,  egg station, pancake station plus an additional menu! Dinner menu we weren't as impressed with (Asian buffet), would suggest that they made everything to order to ensure that dishes were hot (especially tempura and kebabs). Pad Thai was lovely as was the fish soup. Lunch was the usual offerings done to a good standard but expensive, as all resorts tend to be. Happy hour cocktails 2 for 1 good with view to die for. Housekeeping,  really good with excellent turn down service. Suggest that glass or reusable sustainable 'Chongfah' bottles replace the plastic ones and get a large water filtered one to fill up from in reception/ restaurant etc. Good branding choice and means your advertising works for you when guests return overseas. Comfortable bed and good pillow menu (recommend the gel cool one)Wifi good if required. Loved the eco aware status. A trip to the turtle sanctuary was enjoyable (baby seats available on the bus).Great location in high season, we'd be interested to know which restaurants and shops are open during green season as this is when we have previously travelled to Khao Lak.All in all,  please keep doing what you are doing. Our grown up children are thinking of visiting with their partners. 5 star Chongfah! See you again xRead more"
5.0,Stayed for 7 nights in this great hotel which has a beautiful  infinity pool overlooking the sea. From the pool or the adjacent bar we saw some amazing sunsets whilst enjoying happy hour cocktails. Breakfast was varied and we had the most beautiful eggs cooked to order each day. The spring rolls we had for lunch were the best we have ever had. We had dinner in the restaurant on two evenings including the Chinese New Year gala dinner. The food was of the highest standard. Wine in the hotel was expensive but that is true in most Thailand restaurants.One slight negative was lack of a beach at high tide but it still was easy to swim in the sea. Great place and very enjoyable stay.Read more
5.0,"From the friendliness of the staff to the wonderful rooms and fantastic breakfast I cannot fault this hotel. We were a group of four adults and stayed 5 nights. This is a quiet resort  with no loud music, just the sound of the sea and birds. The infinity pool was a delight, plenty big enough to swim lengths or simply enjoy the vista.The variety and freshness of the breakfast is lovely, there's a pancake or waffle station and an egg station cooked fresh. Loads of fruits, yoghurts, great bread selection, jams, cold meats, cheeses, salads, hot choices both Asian and English. Plentiful supply of bathroom and beach thick very large towels. There's a never ending supply of hot water in super wet rooms which back onto the quiet road therefore muffling any road traffic in rooms. We ate in hotel some nights but did find the local restaurants and bars much cheaper and all within few minutes walking distance. Free bikes available at hotel in good condition, cycling much cooler way to get around than walking. The reception staff helped us book a boat captain to take us snorkling to a local reef which was great and a much cheaper than booking through tour company, we paid 1000bt each for a trip from 9 am to 2pm including lunch.Thoroughly recommend staying here, only small but great personal service and location.Read more"
5.0,From the moment we arrived we were made to feel special. The staff remember your name and room numberNothing is too much trouble. Rooms are cleaned properly with nightly turndown service with a sweet treat. Often there is a towel left in the shape of something. The bed was adorned with petals on arrival saying welcome. You are checked in by Zell the chief host and she comes to chat every day asking if she can do anything for us. There is as much bottled water as you can drink and plenty of towels for the room and beachWe were given a complimentary set dinner on the second night and the Asian Buffet was spectacular both visually and taste wise. Absolutely delicious with fresh delicacies from Japan Vietnam China and Thailand. The Tom Yum soup was the best I have ever tasted  I cannot recommend this place enoughRead more
5.0,"I've been to Khao Lak several times and have always stayed at bigger resorts (Le Meridian when it was there and then the Ramada- which is actually Chongfah's sister resort I found out when there). The friend I was travelling with found chongfah online and I'm so glad stayed there. The resort is small- only 30 rooms not that it even seems that big and it was perfect for my friend and I. Although on the water, it's not a far stroll from restaurants and shops etc so you are not at all isolated. The pool is lovely and I was very happy lying by it enjoying delicious Pina Colada's. (It's surprising how many places can't make a decent pina colada- and I do judge a resort by it- chongfah passes with an A+++). If you want a big sandy beach- this isn't your place. There is a small beach accessible by stairs but the majority of the resort (while waterfront) doesn't have a beach along the front. The breakfasts are lovely and in true Thai style presented beautifully (the uniformity of the cut papaya is amazing- ok you're not going to chose a resort on how they cut their fruit- but it highlights the detail they go to). The air-con in the rooms is fantastic too- quiet and keeps the room very cool (which is how I prefer to sleep). I stayed there with a friend, but this would be a lovely resort for a romantic getaway too.Read more"
5.0,One of the best hotels that I have ever stopped in.  The beachfront location is superb and the staff cannot do enough for you.  The rooms are well equipped and a great size.The bar and more importantly - Happy Hour are just great!Will returnRead more
5.0,"We stayed at Chongfah in August 2018 for two weeks. First time visitors to Chongfah, many times to Khao Lak area. Simply loved our stay!!! Super Thai friendly service, beautiful staff, excellent ocean front location.The Hotel; Located on the ocean a short walk from the main road of shops and restaurants. Only 30 rooms set in three rows of rooms. We were ocean front and enjoyed every minute relaxing to the sound of waves crashing into the seawall. No direct beach access from the front of the room as there is a seawall - but not a problem for us - green season Andaman Sea is quite rough for swimming. We just enjoy the salt spray and sound of the surf. The Hotel is small and very personal service. The staff greeted us by name every day, the front desk and/or the food & beverage manager spoke with us every morning at breakfast to see if they could do anything to enhance our stay, and teach us a few Thai words! We were not expecting the high level of service at such a small property, and felt comfortable and well taken care of during our entire stay. A pleasant surprise of excellent service. We enjoyed the excursion to the turtle sanctuary and the swimming pool. Decent wifi in the main areas of the resort - in the room the speed was slower depending on time of day (other guests). The Room: As noted we stayed in the ocean front villa room. Absolute ocean front with crashing waves and gorgeous sunsets. The room was very clean and serviced twice daily by the friendly housekeeping staff.  Large room with plenty of storage closet, separate bathing area, and outdoor spa tub and shower. Bluetooth speaker, LCD TV, and refrigerator in the room. We don't do 'minibar' and the staff kindly removed the items to free up space for our waters and beverages. Cold aircon - once it got going, (as with many lodgings in the high electric cost areas the aircon only runs when you place the room key to activate). Several bottles of purified drinking water were provided daily and refilled at request. We loved the different turn down service 'snacks' of Thai treats in the evening. Linens and towels were of very good quality and the pillow menu a nice touch. Kudos to the staff who setup our sun loungers with towels every morning and lit the mossie stick on the patio. The Food: We were very pleased with the rate included breakfast. Excellent choices from the menu a la carte and a nice buffet spread and served in the restaurant or on the patio overlooking the ocean. Expresso beverages and juices included. We rarely dined in the restaurant for dinners - there are many dining options in Khao Lak and we wanted to try them. Occasionally we would order a light meal at Chongfah before happy hour. Excellent service, manager, and staff, great ocean side location.All things considered we had a very enjoyable stay at Chongfah and recommend a visit. Excellent staff and service level was very personalized and attentive, thank you Pancake and Roger and the rest of the staff for a relaxing holiday.Read more"
4.0,The staff at this hotel are really among the most helpful and charming ever. They really want you to have a good time! The room was very comfortable and we slept like logs. The sunsets were wonderful and with cooling sea breezes it was just great. The only drawback is that the hotel sits on a concrete bulwark to hold back the sea and you can only get down to the beach by either scrambling down rickety steps or going out to the road at the front and walking a couple of hundred yards.Read more
4.0,We had 5 days here to relax after some hectic touring and it pretty much ticked all the boxes.There is a small beach to the side but really the dedicated vegging out takes place on the sun loungers around the splendid infinity pool and those looking out to sea.There was always plenty of loungers.The food quality was good  ( we had lunch here most days) especially the breakfast which was first rate and with for example a different range of fruit most mornings.A minor whinge is the rather unpleasant butter ( yes I know it’s a big ask to get better but you have high standards ! ) which spoils the good brown bread on offer.Lovely staff all all round.The bungalows are fine and with fans and aircon.Good WiFi.Read more
5.0,"This is a beautiful little hotel in an excellent location. We had a garden bungalow, complete with outdoor private Jacuzzi. The rooms are very comfortable with good AC and as much bottled water as you can drink (possibly more). The breakfasts are again excellent and the staff are superb. I always think breakfast overlooking the sea is a lovely way to start the day. We took advantage of the Turtle Sanctury trip on our final day as we had a late flight and it was a good way to spend the morning...especially when the only charge was entrance! I think that the fact that we were provided with a late check out...without asking and without charge, says a great deal for this hotel!Read more"
5.0,"Truly the best hotel I've ever stayed in; the kindness of the staff and the service they provide, the big beautiful room, the beach view, the extensive breakfast, the amazing food (diner), and I could go on. Nothing is too much to ask, it's very clean and beautiful. I would go back in an instant and would recommend anyone to going hereRead more"
5.0,Stayed with a baby 3 weeks in september. Low season which means empty resort and some maintenance work. We had a great stay. Very well maintained resort and a relaxing pool area. Important as we could not swim in the ocean due to high waves. The staff is wonderful. You really feel taken care of. Attention to details and great with kids.Read more
5.0,"Honestly a fine hotel. We were relocated here due to the Ramada renovation. Stayed in a Garden Bungalow and what a spacious room. Outside Jacuzzi and Shower and internal separate bathroom.A big shout out to all the staff here from the receptionists, maids to the restaurant staff. Always friendly and willing to assist. A special mention to Khun Pancake who was always checking n things and giving us the smile that Thailand is known for.Food is great with an a'la carte breakfast and buffet. Choose freshly prepared dishes off the menu to compliment your buffet selection. Coffee is fresh and some of the best i have had in Thailand.Would I go back.....without a doubt. good job Team Chong Fah.Read more"
5.0,"This is our final night of a six night stay and  this resort has exceeded our high expectations. From the moment you arrive, you are greeted like royalty with flower leis, welcome drink, snacks and even sandwiches as we arrived late evening; all staff, from reception to housekeeping to restaurant, are welcoming and friendly, greeting you by name and anticipating your every need; our sea view bungalow was spacious and comfortable with a great espresso pod machine for early morning coffee; the restaurant food was excellent and so well priced, we didn’t bother going out to eat- great 2 for 1 cocktails too; the infinity pool was clean and a perfect temperature for daily swims; there were little treats every afternoon at bed turndown time. What an absolute pleasure it has been to holiday here at this divine piece of paradise where their only wish is for you to be happy!Read more"
5.0,"I stayed overnight in Chongfah Beach Resort with a group of friends just 1 night when joining our friend's wedding in Khaolak. This was the first time I visited this resort. Due to the green season, the price is so special offer. During my stay everything in the hotel were exceeding my expectation. Upon check-in,  nice and friendly receptionists welcomed me with smiles and served a welcome drink with a small cup of coconut jelly. Next I got a Seaview Bungalow with full set up of  amenities, WOW! Actually I didn't expect anything much, but they made me feel special then.The Seaview Bungalow equipped with all necessary things you need like having beach holiday at home: comfortable beds, a warm sofa with cushions, an espresso machine, a beach bag, an umbrella if raining, a seating area at the front and just two steps to the sunlougers overlooking the beach. Just one night stay, I had a super relax weekend here. I went to swim twice with friends in resort's pool; enjoyed taking a bath in the private jacuzzi with the lemongrass ELLE Spa set; slept very well after the wedding party in quiet atmosphere, and had late breakfast with a number of Thai and Western food selections!Just two things I missed as I don't have enough time to try: the Happy Hour in Sunset evening and the massage. Only one and a half hour driving from where I live in Phuket, I am pretty sure I will stay longer there next time and I will try all.Read more"
5.0,"My boyfriend and myself woke up one morning and decided to drive over to Khao Lak to relax for a day and we decided on Chong Fah as it was the #1 hotel in the ranking and it was worth every single cent!From the moment we stepped in to the day we checked out, the staffs made us feel so welcomed and warm. We were greeted by Pancake (she is definitely the hotel's asset!) and she is amazing. She is attentive and always so friendly. We got the sea facing villa (please book this if you can!) and the room has everything we need. It even comes with Jacuzzi and an outdoor shower (can't believe I forgot to take pictures!). Bed and pillow were comfortable and we slept with the door opened, to the sound of the waves. It was low season but we got 2 days of sun. Yes, we were very lucky. Pool was fantastic but I didn't see any baby/kids pool around. Our package was half-board. Dinner was nothing worth shouting for but it was nice enough for us -  authentic local thai food. Breakfast is a la carte and prepared by chef.One night was too short for this beautiful resort and beach. We are definitely coming back and Chong Fah will be our only choice.Read more"
5.0,"This place is AMAZING. We just visited for 6 nights in August so it was out of season but still a full compliment of staff who are the most professional people I have ever met... and the nicest. They could do no better at all. The check in was fantastic where two lovely ladies, one called Pancake attended to our every need and showed us our quite frankly out of this world room. We had a seafront bungalow which had the most fantastic views and brilliant facilities. The pillow menu was also a great touch. The bed was wonderful and the jacuzzi fab! We ordered room service on the first night after a long flight and it came promptly and with a smile, and was delicious. There was a good selection at breakfast including a hot option with Roger overseeing that everything was ok. Lovely man. Anything we asked for was met with a smile and was sorted for us. Service is first class. The resort is small and so friendly with waves and cheery hellos from everyone as we went by. The pool is delightful with an amazing sea view. I needed to use a gym on the holiday and popped into a hotel nearby to ask if I could use their’s to be met with utter rudeness, so not all hotels are the same in this area. Chongfah is by far the best place we have ever stayed by a mile...oh and the airport pick up is also great, to be met with a smile and an air conditioned car with leather massaging seats was a real treat. If you are going to Khao Lak, other hotels may be larger but I don’t see how any could be as good as this. Book this hotel...it’s AMAZING. Thank you for a wonderful stay.Read more"
5.0,"Beautiful view, amazing  team, good restaurant and breakfast , lovely swimming  pool. We came for 4 nights and stay for a week.   Very very clean room . The best hotel  we stayed in ThailandThe team was so sensitive to all our needsRead more"
5.0,"My husband and I returned to Chongfha in March/April of this year and were not disappointed. This boutique hotel still evokes a feeling of relaxation and tranquility. The staff here cannot do enough for you and because this is a relatively small hotel you are not just a room number, you feel a valued guest. The sea view bungalows, where have your own sun beds, are immaculately clean with air conditioning, ceiling fans, tea and coffee facilities and mini bar.Considering the size of Chongfah, the breakfast choices are excellent and should cater for every palate. Unlike some of the larger hotels where the prices are so much higher than in the town of Khao Lak, the lunch and dinner menu is reasonably priced and the food is of excellent quality. All is cooked fresh so don’t expect the speed of a fast food restaurant. We had visited Khao Lak before our first time at Chongfah, but we have been so happy here that we could not stay at any other hotel in this location. I would like to finish this review by sending our heartfelt thanks and appreciation to all the staff who welcomed us and made our stay so wonderful, particularly Pancake and Roger and his team.Read more"
5.0,"We stayed here for 5 days only - but longer would have been betterStaff is fantastic: warm hearted, caring, attentive and friendly. It would not be fair mentioning individual names as all of them (including the trainees!) were truly great.  We believe that the owner spent the Songkran at the location as well and we were amazed how genuinely  friendly staff, owner and guests engaged with each other and celebrated this event. We will miss the wonderful breakfasts, our quick lunches and nice diners with fabulous sunsets. Rooms: spacious, clean and comfy Mattress not too soft or hard. Fantastic  selection of pillows. Pool towels provided Bathroom spacious with common equipment and a ""rainforest"" shower with good temperature and water pressure. Pool large enough for the number of guests.Slight caveat is that when the tide is high, beach access is not recommended. Would we rebook? - definitely.Read more"
5.0,"This is the best hotel that I've ever stayed in Thailand. Room type One-Bedroom Bungalow with Sea View is very lovely room and located in front of the beautiful sea. And every foods are awesome, very delicious, excellent sanitary. And the all staffs here are friendly, well trained, excellent hospitality. I can highly recommend this hotel :)Read more"
5.0,"I visited this boutique style hotel with my husband, deciding on this hotel due to previous reviews. We weren't disappointed, if you are looking for peace, quiet, no rush for sun beds, no queues at the breakfast buffet, on the seafront then this is the place. We opted to stay in a beachfront bungalow and although I never saw any other rooms these were outstanding. The staff were the kindest I had ever come across, I was ill for 24 hours and the staff made a special diet for me. A cut above the rest, definitely worth a return visit .Read more"
5.0,"We stayed here for a week and absolutely loved our stay! From the moment we arrived, we could literally feel our stress ebbing away as the staff and resort are all aimed at making you feel as comfortable as possible.I had a minor mishap on the way to the resort as I lost my ATM card but the staff were extremely helpful in helping me to get things resolved. From there it was bliss as we checked into our room and relaxed for the week! We stayed in one of the non-ocean view rooms on the 2nd floor but didn’t feel like we missed the ocean view at all. The room itself was nicely decorated and again was set up to make us feel as comfortable as possible.The resort grounds are beautiful with a great infinity pool that looks out onto the ocean. We saw some beautiful sunsets as the sun reflects off the pool so be sure to catch it at least once. I'm always a little bit skeptical about resort photos as they often don't live up to reality, but the resort really is as beautiful as it is in pictures.The breakfast buffet is extensive and shouldn’t be missed. We also ate lunch several times during our stay and while it was a little bit on the expensive side, it’s a decent option if you’re too tired to wander into town. It’s about a 5-10 minute walk to the main drag which was perfect in our opinion — close enough to be convenient to the restaurants and shops but far away enough from the hustle to not interfere with the tranquility of our stay.The resort doesn’t have a beach per se but Bang Niang beach is easily accessible during low tide in the afternoons. It’s a simple walk down a short flight of stairs. If you choose to go to the beach earlier during the day, bikes are available from the resort and it’s just a short five minute ride away. Nang Thong Beach is another nice beach further south, a vigorous 20 minutes away by bike. White Sand Beach is another nice beach near the resort which has the benefit of having fewer people but is about 15 minutes away by taxi.To save the best for last, the staff here are absolutely wonderful and the best we came across while in Thailand. The manager is a lovely, sweet woman who really took care of us while we were there. Every morning we were greeted by the smiles of the staff which really made us feel welcome.Although I don’t know when we’ll be back in Khao Lak, we’ll definitely be staying at the Chongfah Resort whenever we return!Read more"
5.0,"On arriving at the resort we received a very warm welcome, being presented with garlands of flowers, coconut jelly and a drink.We stayed in a large, well equipped and well decorated room with a good sized  verandah in this boutique hotel. It had a king size bed and a walk-in shower. At the heart of the resort is the restaurant, and an infinity pool, which overlook the Andaman Sea. There are steps down to the beach which you can only really access at low tide.There are also loads of other restaurants within a few minutes walk. We ate in The Green Pepper and Pinocchio's - both of which were very good. The resort and facilities are all beautiful and well-maintained, but the outstanding feature has got to be the amazing, happy and helpful staff, who obviously love working there. Everyone, from the receptionists and restaurant staff to the housekeepers were attentive and always had a smile on their face.We ate in the restaurant a number of times, and the food was always excellent and reasonably priced. One evening we attended their Asian Buffet and we informed them that my wife has a seafood allergy - they went out of their way to ensure that all staff were aware and either cooked her food separately, or let her know what was safe to eat. If you have a similar requirement, let them know on arrival.When we eventually had to leave, the reception staff even came out to wave us goodbye!Read more"
5.0,"What an amazing time I had at this lovely beach resort! The resort itself was located near a nice long stretch of a beach. The staff was very friendly, helpful & attentive.The room was clean, spacious and kept tidy and clean, and the minibar was stocked up regularly.Commute to nearby beaches was easy to arrange, as was the round day boat trip to nearby islands.The stay included delightful breakfast with enough healthy and delicious options to choose from. In addition there were several beach-side bars and restaurants in a walking distance from hotel to enjoy watching the sunset on the beach.Overall very satisfied, and I I was to return to Khao Lak I don't think I would look for any other hotel.Read more"
5.0,"We fell in love with this little resort.Resort is close to the city centre (walking distance, but taxis are around). A bungalow right at the sea, service with a smile from breakfast till dinner (and for the cocktails in between), good facilities in the bungalow (big bathroom, jacuzzi, WIFI), coffee machine, private terrace, sunbeds, it is all there..Quality of the food in the restaurant is top notch. Thai food really good, but best was the steak on Wednesday BBQ night. Been a really long time since we eat steaks this quality. Excellent prepared to our liking...I can not comment on swimming in the sea from the resort or activities nearby as we went for diving most of the days. But if you go for a holiday in Khao Lak, easy choice.. go for ChongFahRead more"
